Unit_Code,Foray_Name,Protocol_Name,Start_Date,Genus,Species,Host,Collection_Number,Voucher_Specimen,Outside_Plot,Comments,NPS_Accession_Num,NPS_Catalog_Num,Collector
CHOH,Snyders Landing,Plot,9/5/05,Pleurotus,ostreatus,Va. Creeper Vine,329,TRUE,FALSE,,349,49792,Elizabeth Brantley
CHOH,Snyders Landing,Plot,8/21/05,cup - no id,,Dead Hardwood,167,FALSE,FALSE,,349,49748,Lauraine Hawkins
CHOH,Snyders Landing,Plot,7/23/06,Marasmiellus,candidus,Litter,503,FALSE,FALSE,,,,
CHOH,Snyders Landing,Plot,7/17/05,Exidia,alba,Dead Hardwood,114,FALSE,TRUE,,,,
CHOH,Snyders Landing,Plot,7/17/05,Auricularia,auricula,Dead Hardwood,108,TRUE,FALSE,,349,49739,Lauraine Hawkins
CHOH,Snyders Landing,Plot,7/17/05,Stereum,ostrea,Dead Hardwood,112,TRUE,FALSE,,349,49742,Lauraine Hawkins
CHOH,Snyders Landing,Plot,9/5/05,No ID,,Dead Hardwood,334,FALSE,FALSE,,,,
CHOH,Snyders Landing,Plot,7/17/05,No ID,,Dead Hardwood,110,FALSE,FALSE,,,,
CHOH,Snyders Landing,Plot,9/5/05,Tyromyces,chioneus,Dead Hardwood,330,TRUE,FALSE,,349,49756,Lauraine Hawkins
CHOH,Snyders Landing,Plot,9/5/05,Trichaptum,biforme,Dead Hardwood,335,TRUE,FALSE,,349,49759,Lauraine Hawkins
CHOH,Snyders Landing,Plot,9/5/05,Megacollybia,platyphylla,Dead Hardwood,339,TRUE,FALSE,,349,49784,Elizabeth Brantley
CHOH,Snyders Landing,Plot,9/5/05,Stereum,hirsutum,Dead Hardwood,337,FALSE,FALSE,,,,
CHOH,Snyders Landing,Plot,9/5/05,Trametes,elegans,Dead Hardwood,331,TRUE,FALSE,,349,49757,Lauraine Hawkins
CHOH,Snyders Landing,Plot,7/17/05,,,,,FALSE,FALSE,,,,
CHOH,Snyders Landing,Plot,7/23/06,Exidia,alba,Dead Hardwood,504,TRUE,FALSE,,349,49772,Lauraine Hawkins
CHOH,Snyders Landing,Plot,8/21/05,Crepidotus,mollis,Dead Hardwood,173,TRUE,FALSE,,349,49791,Elizabeth Brantley
CHOH,Snyders Landing,Plot,7/23/06,Trichaptum,biforme,Dead Hardwood,505,FALSE,FALSE,,,,
CHOH,Snyders Landing,Plot,7/23/06,Marasmiellus,candidus,Dead Hardwood,506,FALSE,FALSE,,,,
CHOH,Snyders Landing,Plot,7/23/06,Stereum,ostrea,Rotting Hardwood,502,FALSE,FALSE,,,,
CHOH,Snyders Landing,Plot,7/23/06,Marasmius,rotula,Dead Hardwood,509,FALSE,FALSE,,,,
CHOH,Snyders Landing,Plot,7/23/06,Schizophyllum,commune,Dead Hardwood,510,FALSE,FALSE,,,,
CHOH,Snyders Landing,Plot,7/23/06,Tremella,mesenterica,Dead Hardwood,507,TRUE,FALSE,,349,49773,Lauraine Hawkins
CHOH,Snyders Landing,Plot,7/23/06,Crepidotus,crocophyllus,Dead Hardwood,508,TRUE,FALSE,,349,49800,Elizabeth Brantley
CHOH,Snyders Landing,Plot,8/21/05,Panellus,stipticus,Dead Hardwood,171,TRUE,FALSE,,349,49788,Elizabeth Brantley
CHOH,Snyders Landing,Plot,8/21/05,No ID,,Dead Hardwood,165,FALSE,FALSE,,,,
CHOH,Snyders Landing,Plot,8/21/05,Trichaptum,biforme,Dead Hardwood,169,TRUE,FALSE,,349,49750,Lauraine Hawkins
CHOH,Snyders Landing,Plot,8/21/05,Coprinus,micaceus,Dead Hardwood,174,TRUE,FALSE,,349,49789,Lauraine Hawkins
CHOH,Williamsport (2005),Foray,9/18/05,Phellinus,gilvus,Dead Hardwood,5005,TRUE,FALSE,,349,49775,Elizabeth Brantley
CHOH,Williamsport (2005),Foray,9/18/05,No ID,,Dead Hardwood,5007,FALSE,FALSE,,,,
CHOH,Williamsport (2005),Foray,9/18/05,Auricularia,auricula,Dead Hardwood,5009,FALSE,FALSE,,,,
CHOH,Williamsport (2005),Foray,9/18/05,Ganoderma,applanatum,Dead Hardwood,5000,TRUE,FALSE,,349,49774,Elizabeth Brantley
CHOH,Williamsport (2005),Foray,9/18/05,Cerrena,unicolor,Dead Hardwood,5006,TRUE,FALSE,,349,49777,Elizabeth Brantley
CHOH,Williamsport (2005),Foray,9/18/05,Lentinellus,ursinus,Dead Hardwood,5008,TRUE,FALSE,,349,49779,Elizabeth Brantley
CHOH,Williamsport (2005),Foray,9/18/05,Polyporus,squamosus,Dead Hardwood,5003,FALSE,FALSE,,,,
CHOH,Williamsport (2005),Foray,9/18/05,Perenniporia,robiniophila,Dead Hardwood,5002,TRUE,FALSE,,349,49780,Elizabeth Brantley
CHOH,Williamsport (2005),Foray,9/18/05,Tyromyces,chioneus,,5001,FALSE,FALSE,,,,
CHOH,Williamsport (2005),Foray,9/18/05,Trametes,elegans,Dead Hardwood,5004,FALSE,FALSE,,,,
CHOH,Williamsport (2006),Foray,10/29/06,No ID,,Dead Hardwood,5195,FALSE,FALSE,,,,
CHOH,Williamsport (2006),Foray,10/29/06,Stropharia,sp.,Litter,5186,FALSE,FALSE,,,,
CHOH,Williamsport (2006),Foray,10/29/06,Hypoxylon,fragiforme,Dead Hardwood,5197,TRUE,FALSE,,349,49769,Lauraine Hawkins
CHOH,Williamsport (2006),Foray,10/29/06,Pholiota,squarrosoides,Dead Hardwood,5191,TRUE,FALSE,,349,49798,Lauraine Hawkins
CHOH,Williamsport (2006),Foray,10/29/06,Tyromyces,chioneus,Dead Hardwood,5199,FALSE,FALSE,,,,
CHOH,Williamsport (2006),Foray,10/29/06,Tyromyces,chioneus,Dead Hardwood,5192,FALSE,FALSE,,,,
CHOH,Williamsport (2006),Foray,10/29/06,No ID,,Dead Hardwood,5196,FALSE,FALSE,,,,
CHOH,Williamsport (2006),Foray,10/29/06,Auricularia,auricula,Dead Hardwood,5194,FALSE,FALSE,,,,
CHOH,Williamsport (2006),Foray,10/29/06,Phlebia,tremellosa,Dead Hardwood,5190,TRUE,FALSE,,349,49802,Elizabeth Brantley
CHOH,Williamsport (2006),Foray,10/29/06,Phallus,impudicus,Soil,5187,TRUE,FALSE,,349,49765,Lauraine Hawkins
CHOH,Williamsport (2006),Foray,10/29/06,Armillaria,mellea,Dead Hardwood,5189,TRUE,FALSE,,349,49799,Elizabeth Brantley
CHOH,Williamsport (2006),Foray,10/29/06,Galerina,autumnalis,Dead Hardwood,5193,TRUE,FALSE,,349,49804,Lauraine Hawkins
CHOH,Williamsport (2006),Foray,10/29/06,Agaricus,campestris,Litter,5185,TRUE,FALSE,,349,49803,Lauraine Hawkins
CHOH,Williamsport (2006),Foray,10/29/06,Trametes,versicolor,Dead Hardwood,5188,TRUE,FALSE,,349,49776,Elizabeth Brantley
CHOH,Williamsport (2006),Foray,10/29/06,Polyporus,badius,Dead Hardwood,5198,TRUE,FALSE,,349,49778,Elizabeth Brantley
PRWI,Beech,Plot,8/3/06,Cordyceps,ophioglossoides,Soil,537,TRUE,FALSE,,724,13710,Lauraine Hawkins
PRWI,Beech,Plot,8/23/05,Xeromphalina,kauffmanii,Dead Hardwood,220,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Boletus,frostii,Duff,241,TRUE,TRUE,,724,13730,Elizabeth Brantley
PRWI,Beech,Plot,8/23/05,No ID,,Dead Hardwood,206,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,No ID,,Duff,208,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Xylaria,tentaculata,Dead Hardwood,205,TRUE,FALSE,,724,13675,Lauraine Hawkins
PRWI,Beech,Plot,8/23/05,cup - no id,,Dead Hardwood,212,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Phylloporus,rhodoxanthus,Litter,218,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Alboleptonia,sericella,Dead Hardwood,223,TRUE,FALSE,,724,13766,Elizabeth Brantley
PRWI,Beech,Plot,8/23/05,Nolanea,stricta,Dead Hardwood,219,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Russula,emetica,Litter,209,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/3/06,Xylaria,tentacula,Dead Hardwood,546,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/3/06,Lentinellus,ursinus,Dead Hardwood,531,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/3/06,Lactarius,sp.,Litter,536,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,,,Dead Conifer,247,FALSE,TRUE,,,,
PRWI,Beech,Plot,8/3/06,No ID,,Live Hardwood,544,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Leptonia,odorifer,Litter,203,TRUE,FALSE,,724,13765,Elizabeth Brantley
PRWI,Beech,Plot,8/3/06,Scleroderma,areolatum,Litter,549,TRUE,FALSE,,724,13705,Lauraine Hawkins
PRWI,Beech,Plot,8/23/05,Russula,sp.,Live Hardwood,228,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Phylloporus,rhodoxanthus,Litter,210,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,Marasmius,sp.,Dead Hardwood,587,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,Marasmius,sp.,Dead Hardwood,598,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,No ID,,Soil,612,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,Mycena,leaiana,Buried Wood,610,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,Crepidotus,crocophyllus,Dead Hardwood,604,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,Russula,emetica,Soil,607,TRUE,FALSE,,724,13756,Elizabeth Brantley
PRWI,Beech,Plot,9/8/06,Marasmius,siccus,Litter,599,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Clitocybe,sp.,Dead Hardwood,240,FALSE,TRUE,,,,
PRWI,Beech,Plot,8/3/06,Stereum,ostrea,Dead Hardwood,530,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Russula,fragilis,Live Hardwood,232,TRUE,FALSE,,724,13755,Lauraine Hawkins
PRWI,Beech,Plot,8/23/05,Cantharellus,cinnabarinus,Litter,238,TRUE,TRUE,,724,13678,Lauraine Hawkins
PRWI,Beech,Plot,8/3/06,Marasmius,sp.,Live Hardwood,538,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/3/06,No ID,,Litter,534,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/3/06,No ID,,Dead Hardwood,547,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Lepiota,sp.,Litter,202,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/3/06,Clavulina,cristata,Litter,540,TRUE,FALSE,,724,13709,Lauraine Hawkins
PRWI,Beech,Plot,8/3/06,Polyporus,varius,,542,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/3/06,Marasmius,rotula,Litter,548,TRUE,FALSE,,724,13725,Lauraine Hawkins
PRWI,Beech,Plot,8/3/06,No ID,,Live Hardwood,543,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Galiella,rufa,Dead Hardwood,225,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Abortiporus,fractipes,Dead Hardwood,200,TRUE,FALSE,,724,13674,Lauraine Hawkins
PRWI,Beech,Plot,8/23/05,Amanita,rubescens,Litter,246,TRUE,TRUE,,724,13681,Lauraine Hawkins
PRWI,Beech,Plot,8/3/06,Coltricia,cinnamomea,Soil,532,TRUE,FALSE,,724,13721,Elizabeth Brantley
PRWI,Beech,Plot,8/23/05,No ID,,Dead Hardwood/Duff,230,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Cortinarius,sp.,Litter,201,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Crepidotus,applanatus,Dead Hardwood,221,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Cantharellus,cinnabarinus,Litter,237,FALSE,TRUE,,,,
PRWI,Beech,Plot,8/23/05,No ID,,Buried Wood,222,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Marasmius,pyrrocephalus,Dead Hardwood,215,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Hygrocybe,cantharellus,Litter,231,TRUE,FALSE,,724,13748,Elizabeth Brantley
PRWI,Beech,Plot,7/12/05,Crepidotus,crocophyllus,Dead Hardwood,64,TRUE,FALSE,,724,13751,Lauraine Hawkins
PRWI,Beech,Plot,8/23/05,Leotia,lubrica,Litter,213,TRUE,FALSE,,724,13676,Lauraine Hawkins
PRWI,Beech,Plot,7/12/05,Clavulina,cinerea,Litter,77,TRUE,FALSE,,724,13656,Lauraine Hawkins
PRWI,Beech,Plot,8/23/05,Lepiota,sp.,Litter,204,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Lycoperdon,echinatum,Litter,227,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Pluteus,longistriatus,Dead Hardwood,211,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Nolanea,sp.,Litter,216,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Clavaria,vermicularis,Litter,214,TRUE,FALSE,,724,13677,Lauraine Hawkins
PRWI,Beech,Plot,8/23/05,Agaricus,sp.,Litter,235,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,Marasmius,siccus,Litter,608,TRUE,FALSE,,724,13723,Lauraine Hawkins
PRWI,Beech,Plot,9/8/06,Galiella,rufa,Dead Hardwood,595,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Crepidotus,spp.,Dead Hardwood,234,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Marasmius,pyrrocephalus,Litter,244,TRUE,TRUE,,724,13720,Lauraine Hawkins
PRWI,Beech,Plot,8/3/06,Pluteus,atricapillus,Dead Hardwood,529,TRUE,FALSE,,724,13746,Elizabeth Brantley
PRWI,Beech,Plot,8/3/06,Russula,sp.,Litter,535,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/3/06,Leccinum,albellum,Soil,533,TRUE,FALSE,,724,13736,Elizabeth Brantley
PRWI,Beech,Plot,8/3/06,No ID,,Litter,545,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/3/06,No ID,,Dead Hardwood,539,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Amanita,caesarea (complex),Litter,242,TRUE,TRUE,,724,13680,Lauraine Hawkins
PRWI,Beech,Plot,8/23/05,Inocybe,lilacina,Dead Hardwood,245,TRUE,TRUE,,724,13767,Elizabeth Brantley
PRWI,Beech,Plot,8/23/05,Russula,sp.,Litter,217,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Lycoperdon,echinatum,Duff,226,TRUE,FALSE,,724,13701,Lauraine Hawkins
PRWI,Beech,Plot,8/23/05,Mycena,sp.,Dead Hardwood,243,FALSE,TRUE,,,,
PRWI,Beech,Plot,8/3/06,Marasmius,siccus,Litter,541,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Nolanea,sp.,Litter,233,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,,,Litter,229,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Lactarius,sp.,Litter,224,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/12/05,Hygrocybe,subovina/subviolacea,Litter,61,TRUE,FALSE,,724,13648,Lauraine Hawkins
PRWI,Beech,Plot,7/12/05,No ID,,Dead Hardwood,72,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/12/05,No ID,Too old,Aging Downed Log,66,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/12/05,No ID,,Dead Hardwood,65,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/12/05,Polyporus,alveolaris,Litter,56,TRUE,FALSE,,724,13647,Elizabeth Brantley
PRWI,Beech,Plot,8/23/05,No ID,,Dead Hardwood,207,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/12/05,Coprinus,sp.,Ground,86,FALSE,TRUE,,,,
PRWI,Beech,Plot,7/19/06,No ID,,Dead Hardwood,419,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/9/05,Boletus,pallidus,Litter,372,TRUE,TRUE,,724,13732,Elizabeth Brantley
PRWI,Beech,Plot,7/19/06,Russula,sp.,Soil,443,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Russula,sp.,Soil,438,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Russula,sp.,Soil,428,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,No ID,,Soil,445,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/9/05,Stereum,ostrea,Dead Hardwood,375,TRUE,TRUE,,724,13694,Lauraine Hawkins
PRWI,Beech,Plot,9/9/05,Tyromyces,chioneus,Dead Hardwood,363,TRUE,FALSE,,724,13690,Lauraine Hawkins
PRWI,Beech,Plot,9/9/05,Stereum,hirsutum,Dead Hardwood,362,TRUE,FALSE,,724,13689,Lauraine Hawkins
PRWI,Beech,Plot,7/12/05,Trichaptum,biforme,Dead Hardwood,68,TRUE,FALSE,,724,13650,Lauraine Hawkins
PRWI,Beech,Plot,7/12/05,Lentinellus,ursinus,Dead Hardwood,73,TRUE,FALSE,,724,13719,Lauraine Hawkins
PRWI,Beech,Plot,7/12/05,Boletus,longicurvipes,Soil,87,TRUE,FALSE,,724,13727,Elizabeth Brantley
PRWI,Beech,Plot,7/12/05,Fomitopsis,cajanderi,Dead Hardwood,90,TRUE,TRUE,,724,13661,Lauraine Hawkins
PRWI,Beech,Plot,7/12/05,No ID,,Dead Hardwood,59,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/12/05,Bondarzewia,berkeleyi,Dead Hardwood,85,TRUE,TRUE,,724,13659,Lauraine Hawkins
PRWI,Beech,Plot,9/8/06,Russula,sanguinea,Soil,600,TRUE,FALSE,,724,13757,Lauraine Hawkins
PRWI,Beech,Plot,7/12/05,Galiella,rufa,Dead Hardwood,69,TRUE,FALSE,,724,13651,Lauraine Hawkins
PRWI,Beech,Plot,9/8/06,Mycena,sp.,Litter,603,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/12/05,Ganoderma,applanatum,Dead Hardwood,76,TRUE,TRUE,,724,13655,Lauraine Hawkins
PRWI,Beech,Plot,7/12/05,Bolbitius,vitellinus,Dead Hardwood,75,TRUE,FALSE,,724,13752,Elizabeth Brantley
PRWI,Beech,Plot,7/12/05,No ID,,Dead Hardwood,83,FALSE,TRUE,,,,
PRWI,Beech,Plot,7/12/05,No ID,,Dead Hardwood,58,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/12/05,Steccherinum,ochraceum,Dead Hardwood,81,TRUE,FALSE,,724,13657,Lauraine Hawkins
PRWI,Beech,Plot,7/12/05,Polyporus,elegans,Litter,71,TRUE,FALSE,,724,13653,Lauraine Hawkins
PRWI,Beech,Plot,7/12/05,No ID,,Dead Hardwood,84,FALSE,TRUE,,,,
PRWI,Beech,Plot,7/12/05,No ID,,Ground,63,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/12/05,No ID,,Dead Hardwood,60,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/12/05,No ID,,Live Hardwood,78,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Crepidotus,mollis,Dead Hardwood,435,TRUE,FALSE,,724,13773,Elizabeth Brantley
PRWI,Beech,Plot,7/12/05,Polyporus,alveolaris,Dead Hardwood,74,TRUE,FALSE,,724,13654,Lauraine Hawkins
PRWI,Beech,Plot,7/19/06,Phylloporus,rhodoxanthus,Dead Hardwood,431,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Phellodon,sp.,Litter,434,TRUE,FALSE,,724,13779,Elizabeth Brantley
PRWI,Beech,Plot,7/19/06,Galiella,rufa,Soil,442,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Crepidotus,mollis,Dead Hardwood,429,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Russula,sp.,Soil,430,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Cortinarius,corrugatus,Soil,440,TRUE,FALSE,,724,13770,Elizabeth Brantley
PRWI,Beech,Plot,7/19/06,Clavicorona,pxyidata,Soil,415,TRUE,FALSE,,724,13708,Lauraine Hawkins
PRWI,Beech,Plot,7/19/06,Russula,sp.,Soil,439,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Nolanea,sp.,Soil,418,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Coltricia,cinnamomea,Soil,420,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Mycena,sp.,Dead Hardwood,416,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Lactarius,sp.,Soil,410,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,No ID,,Soil,436,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Russula,sp.,Dead Hardwood,417,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,No ID,,Soil,413,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Russula,sp.,Soil,423,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Nolanea,sp.,Litter,432,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/12/05,Crepidotus,variabilis,Rotting wood,57,TRUE,FALSE,,724,13750,Elizabeth Brantley
PRWI,Beech,Plot,7/19/06,Mycena,sp.,Buried Wood,427,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Polyporus,badius,Dead Hardwood,424,TRUE,FALSE,,724,13722,Elizabeth Brantley
PRWI,Beech,Plot,7/19/06,Russula,aeruginea,Soil,411,TRUE,FALSE,,724,13753,Lauraine Hawkins
PRWI,Beech,Plot,7/19/06,Pluteus,sp.,Soil,425,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Marasmius,sp.,Dead Hardwood,421,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Xylaria,tentacula,Soil,422,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Leptonia,sp/,Soil,426,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Boletus,edulis,Buried Wood,441,TRUE,FALSE,,724,13733,Elizabeth Brantley
PRWI,Beech,Plot,7/19/06,Phaeocollybia,sp.,Soil,444,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Lycoperdon,pyriforme,Soil,412,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Russula,mariae,Soil,433,TRUE,FALSE,,724,13761,Lauraine Hawkins
PRWI,Beech,Plot,7/19/06,,,,,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,No ID,,Litter,236,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Russula,sp.,Soil,437,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,No ID,,Soil,615,FALSE,TRUE,,,,
PRWI,Beech,Plot,9/9/05,No ID,,Dead Hardwood,376,FALSE,TRUE,,,,
PRWI,Beech,Plot,9/8/06,Clitopilus,sp.,Dead Hardwood,601,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,Xylaria,tentacula,Soil,583,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,Xerula,furfuracea,Soil,593,TRUE,FALSE,,724,13744,Elizabeth Brantley
PRWI,Beech,Plot,9/8/06,Stropharia,thrausta,Dead Hardwood,614,TRUE,TRUE,,724,13776,Lauraine Hawkins
PRWI,Beech,Plot,9/8/06,Mycena,leaiana,Dead Hardwood,616,FALSE,TRUE,,,,
PRWI,Beech,Plot,9/8/06,Trametes,versicolor,Dead Hardwood,591,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/19/06,Phylloporus,rhodoxanthus,Soil,414,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,Lenzites,betulina,Buried Wood,592,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,Pleurotus,ostreatus,,613,FALSE,TRUE,,,,
PRWI,Beech,Plot,9/8/06,Daldinia,concentrica,Dead Hardwood,585,TRUE,FALSE,,724,13700,Lauraine Hawkins
PRWI,Beech,Plot,9/9/05,Retiboletus,ornatipes,Litter,380,TRUE,TRUE,,724,13697,Elizabeth Brantley
PRWI,Beech,Plot,9/9/05,Polyporus,elegans,Dead Hardwood,367,TRUE,FALSE,,724,13692,Lauraine Hawkins
PRWI,Beech,Plot,9/9/05,Pleurotus,ostreatus,Dead Hardwood,378,TRUE,TRUE,,724,13696,Lauraine Hawkins
PRWI,Beech,Plot,7/12/05,Strobilomyces,floccopus,Soil,88,TRUE,TRUE,,724,13660,Lauraine Hawkins
PRWI,Beech,Plot,9/8/06,No ID,,Dead Hardwood,602,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,Phylloporus,rhodoxanthus,Soil,590,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,Marsmius,rotula,Litter,611,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,Marasmius,sp.,Buried Wood,586,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,Stereum,ostrea,Dead Hardwood,597,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,Amanta,rubescens,Soil,619,TRUE,TRUE,,724,13777,Elizabeth Brantley
PRWI,Beech,Plot,9/8/06,Bolbitius,sp.,Dead Hardwood,605,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,No ID,,Dead Hardwood,606,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,Pluteus,longistriatus,Soil,589,TRUE,FALSE,,724,13745,Elizabeth Brantley
PRWI,Beech,Plot,9/8/06,Psilocybe,sp.,Litter,582,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/9/05,Cortinarius,sp.,Litter,371,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,Tricholoma,sp.,Soil,618,FALSE,TRUE,,,,
PRWI,Beech,Plot,9/8/06,Lactarius,volemus,Soil,617,TRUE,TRUE,,724,13762,Elizabeth Brantley
PRWI,Beech,Plot,9/8/06,No ID,,Live Hardwood,594,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,Lycoperdon,perlatum,Soil,609,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,cup - no id,,Dead Hardwood,596,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,No ID,,Dead Hardwood,584,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/8/06,Coltricia,cinnamomea,Buried Wood,588,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Xanthoconium,affine,Ground,248,FALSE,TRUE,,,,
PRWI,Beech,Plot,7/12/05,No ID,,Live Hardwood,80,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/12/05,No ID,,Dead Hardwood,107,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/12/05,Humaria,hemisphaerica,Dead Hardwood,70,TRUE,FALSE,,724,13652,Lauraine Hawkins
PRWI,Beech,Plot,7/12/05,Boletus,pseudosensibilis,Soil,89,TRUE,TRUE,,724,13728,Elizabeth Brantley
PRWI,Beech,Plot,7/12/05,No ID,,Ground,79,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/9/05,Russula,sp.,Litter,373,FALSE,TRUE,,,,
PRWI,Beech,Plot,7/12/05,Hygrophoropsis,aurantiaca,Dead Hardwood,82,TRUE,TRUE,,724,13658,Lauraine Hawkins
